employee_id,rating,year
EMP100128,1.0,2021
EMP100129,,2021
EMP100130,3.0,2021
EMP100131,3.0,2021
EMP100132,1.0,2021
EMP100133,1.0,2021
EMP100134,2.0,2021
EMP100135,,2021
EMP100136,,2021
EMP100137,,2021
EMP100138,3.0,2021
EMP100139,,2021
EMP100140,3.0,2021
EMP100141,3.0,2021
EMP100142,3.0,2021
EMP100143,,2021
EMP100144,,2021
EMP100145,3.0,2021
EMP100146,3.0,2021
EMP100147,,2021
EMP100148,3.0,2021
EMP100149,3.0,2021
EMP100150,3.0,2021
EMP100151,1.0,2021
EMP100152,3.0,2021
EMP100153,3.0,2021
EMP100154,2.0,2021
EMP100155,3.0,2021
EMP100156,2.0,2021
EMP100157,,2021
EMP100158,,2021
EMP100159,1.0,2021
EMP100160,4.0,2021
EMP100161,1.0,2021
EMP100162,3.0,2021
EMP100163,4.0,2021
EMP100164,4.0,2021
EMP100165,,2021
EMP100166,2.0,2021
EMP100167,2.0,2021
EMP100168,3.0,2021
EMP100169,4.0,2021
EMP100170,4.0,2021
EMP100171,3.0,2021
EMP100172,,2021
EMP100173,2.0,2021
EMP100174,1.0,2021
EMP100175,3.0,2021
EMP100176,,2021
EMP100177,,2021
EMP100178,3.0,2021
EMP100179,4.0,2021
EMP100180,2.0,2021
EMP100181,2.0,2021
EMP100182,4.0,2021
EMP100183,,2021
EMP100184,3.0,2021
EMP100185,2.0,2021
EMP100186,4.0,2021
EMP100187,,2021
EMP100188,,2021
EMP100189,3.0,2021
EMP100190,1.0,2021
EMP100191,2.0,2021
EMP100192,1.0,2021
EMP100193,,2021
EMP100194,3.0,2021
EMP100195,2.0,2021
EMP100196,2.0,2021
EMP100197,,2021
EMP100198,2.0,2021
EMP100199,,2021
EMP100200,3.0,2021
EMP100201,2.0,2021
EMP100202,3.0,2021
EMP100203,2.0,2021
EMP100204,4.0,2021
EMP100205,,2021
EMP100206,2.0,2021
EMP100207,5.0,2021
EMP100208,2.0,2021
EMP100209,4.0,2021
EMP100210,4.0,2021
EMP100211,2.0,2021
EMP100212,,2021
EMP100213,1.0,2021
EMP100214,,2021
EMP100215,3.0,2021
EMP100216,,2021
EMP100217,,2021
EMP100218,5.0,2021
EMP100219,,2021
EMP100220,3.0,2021
EMP100221,,2021
EMP100222,3.0,2021
EMP100223,,2021
EMP100224,3.0,2021
EMP100225,,2021
EMP100226,,2021
EMP100227,5.0,2021
EMP100228,4.0,2021
EMP100229,,2021
EMP100230,3.0,2021
EMP100231,,2021
EMP100232,3.0,2021
EMP100233,4.0,2021
EMP100234,,2021
EMP100235,2.0,2021
EMP100236,,2021
EMP100237,,2021
EMP100238,2.0,2021
EMP100239,,2021
EMP100240,,2021
EMP100241,3.0,2021
EMP100242,5.0,2021
EMP100243,3.0,2021
EMP100244,4.0,2021
EMP100245,4.0,2021
EMP100246,3.0,2021
EMP100247,3.0,2021
EMP100248,,2021
EMP100249,3.0,2021
EMP100250,4.0,2021
EMP100251,0.0,2021
EMP100252,4.0,2021
EMP100253,4.0,2021
EMP100254,3.0,2021
EMP100255,4.0,2021
EMP100256,4.0,2021
EMP100257,4.0,2021
EMP100258,,2021
EMP100259,4.0,2021
EMP100260,3.0,2021
EMP100261,,2021
EMP100262,2.0,2021
EMP100263,4.0,2021
EMP100264,4.0,2021
EMP100265,3.0,2021
EMP100266,0.0,2021
EMP100267,3.0,2021
EMP100268,3.0,2021
EMP100269,4.0,2021
EMP100270,3.0,2021
EMP100271,4.0,2021
EMP100272,2.0,2021
EMP100273,,2021
EMP100274,2.0,2021
EMP100275,2.0,2021
EMP100276,4.0,2021
EMP100277,4.0,2021
EMP100278,3.0,2021
EMP100279,3.0,2021
EMP100280,1.0,2021
EMP100281,3.0,2021
EMP100282,4.0,2021
EMP100283,2.0,2021
EMP100284,4.0,2021
EMP100285,,2021
EMP100286,2.0,2021
EMP100287,,2021
EMP100288,3.0,2021
EMP100289,,2021
EMP100290,,2021
EMP100291,,2021
EMP100292,,2021
EMP100293,3.0,2021
EMP100294,,2021
EMP100295,3.0,2021
EMP100296,4.0,2021
EMP100297,3.0,2021
EMP100298,5.0,2021
EMP100299,,2021
EMP100300,4.0,2021
EMP100301,2.0,2021
EMP100302,,2021
EMP100303,2.0,2021
EMP100304,,2021
EMP100305,4.0,2021
EMP100306,4.0,2021
EMP100307,2.0,2021
EMP100308,4.0,2021
EMP100309,3.0,2021
EMP100310,3.0,2021
EMP100311,4.0,2021
EMP100312,,2021
EMP100313,4.0,2021
EMP100314,,2021
EMP100315,2.0,2021
EMP100316,2.0,2021
EMP100317,1.0,2021
EMP100318,2.0,2021
EMP100319,4.0,2021
EMP100320,2.0,2021
EMP100321,4.0,2021
EMP100322,4.0,2021
EMP100323,,2021
EMP100324,4.0,2021
EMP100325,2.0,2021
EMP100326,5.0,2021
EMP100327,3.0,2021
EMP100328,4.0,2021
EMP100329,2.0,2021
EMP100330,4.0,2021
EMP100331,,2021
EMP100332,4.0,2021
EMP100333,,2021
EMP100334,3.0,2021
EMP100335,5.0,2021
EMP100336,3.0,2021
EMP100337,3.0,2021
EMP100338,3.0,2021
EMP100339,1.0,2021
EMP100340,3.0,2021
EMP100341,3.0,2021
EMP100342,1.0,2021
EMP100343,2.0,2021
EMP100344,3.0,2021
EMP100345,,2021
EMP100346,2.0,2021
EMP100347,3.0,2021
EMP100348,,2021
EMP100349,5.0,2021
EMP100350,5.0,2021
EMP100351,2.0,2021
EMP100352,2.0,2021
EMP100353,2.0,2021
EMP100354,,2021
EMP100355,4.0,2021
EMP100356,,2021
EMP100357,2.0,2021
EMP100358,3.0,2021
EMP100359,3.0,2021
EMP100360,,2021
EMP100361,3.0,2021
EMP100362,4.0,2021
EMP100363,3.0,2021
EMP100364,3.0,2021
EMP100365,,2021
EMP100366,3.0,2021
EMP100367,4.0,2021
EMP100368,5.0,2021
EMP100369,3.0,2021
EMP100370,4.0,2021
EMP100371,3.0,2021
EMP100372,,2021
EMP100373,3.0,2021
EMP100374,,2021
EMP100375,2.0,2021
EMP100376,4.0,2021
EMP100377,2.0,2021
EMP100378,1.0,2021
EMP100379,2.0,2021
EMP100380,2.0,2021
EMP100381,3.0,2021
EMP100382,1.0,2021
EMP100383,4.0,2021
EMP100384,4.0,2021
EMP100385,2.0,2021
EMP100386,,2021
EMP100387,4.0,2021
EMP100388,3.0,2021
EMP100389,3.0,2021
EMP100390,2.0,2021
EMP100391,4.0,2021
EMP100392,,2021
EMP100393,3.0,2021
EMP100394,2.0,2021
EMP100395,5.0,2021
EMP100396,3.0,2021
EMP100397,4.0,2021
EMP100398,2.0,2021
EMP100399,,2021
EMP100400,2.0,2021
EMP100401,4.0,2021
EMP100402,3.0,2021
EMP100403,3.0,2021
EMP100404,4.0,2021
EMP100405,4.0,2021
EMP100406,3.0,2021
EMP100407,4.0,2021
EMP100408,4.0,2021
EMP100409,3.0,2021
EMP100410,3.0,2021
EMP100411,2.0,2021
EMP100412,,2021
EMP100413,4.0,2021
EMP100414,3.0,2021
EMP100415,,2021
EMP100416,1.0,2021
EMP100417,,2021
EMP100418,5.0,2021
EMP100419,,2021
EMP100420,1.0,2021
EMP100421,3.0,2021
EMP100422,3.0,2021
EMP100423,3.0,2021
EMP100424,,2021
EMP100425,4.0,2021
EMP100426,3.0,2021
EMP100427,3.0,2021
EMP100428,2.0,2021
EMP100429,,2021
EMP100430,3.0,2021
EMP100431,2.0,2021
EMP100432,,2021
EMP100433,,2021
EMP100434,5.0,2021
EMP100435,3.0,2021
EMP100436,3.0,2021
EMP100437,3.0,2021
EMP100438,4.0,2021
EMP100439,4.0,2021
EMP100440,,2021
EMP100441,4.0,2021
EMP100442,4.0,2021
EMP100443,1.0,2021
EMP100444,3.0,2021
EMP100445,2.0,2021
EMP100446,2.0,2021
EMP100447,,2021
EMP100448,1.0,2021
EMP100449,4.0,2021
EMP100450,,2021
EMP100451,2.0,2021
EMP100452,1.0,2021
EMP100453,3.0,2021
EMP100454,,2021
EMP100455,3.0,2021
EMP100456,5.0,2021
EMP100457,,2021
EMP100458,2.0,2021
EMP100459,5.0,2021
EMP100460,3.0,2021
EMP100461,,2021
EMP100462,3.0,2021
EMP100463,,2021
EMP100464,5.0,2021
EMP100465,4.0,2021
EMP100466,3.0,2021
EMP100467,,2021
EMP100468,4.0,2021
EMP100469,3.0,2021
EMP100470,4.0,2021
EMP100471,1.0,2021
EMP100472,,2021
EMP100473,,2021
EMP100474,2.0,2021
EMP100475,4.0,2021
EMP100476,3.0,2021
EMP100477,2.0,2021
EMP100478,4.0,2021
EMP100479,2.0,2021
EMP100480,2.0,2021
EMP100481,2.0,2021
EMP100482,3.0,2021
EMP100483,,2021
EMP100484,4.0,2021
EMP100485,,2021
EMP100486,,2021
EMP100487,3.0,2021
EMP100488,3.0,2021
EMP100489,,2021
EMP100490,,2021
EMP100491,3.0,2021
EMP100492,3.0,2021
EMP100493,3.0,2021
EMP100494,3.0,2021
EMP100495,3.0,2021
EMP100496,3.0,2021
EMP100497,4.0,2021
EMP100498,4.0,2021
EMP100499,5.0,2021
EMP100500,,2021
EMP100501,1.0,2021
EMP100502,2.0,2021
EMP100503,1.0,2021
EMP100504,2.0,2021
EMP100505,,2021
EMP100506,3.0,2021
EMP100507,,2021
EMP100508,4.0,2021
EMP100509,3.0,2021
EMP100510,3.0,2021
EMP100511,,2021
EMP100512,3.0,2021
EMP100513,3.0,2021
EMP100514,2.0,2021
EMP100515,1.0,2021
EMP100516,,2021
EMP100517,3.0,2021
EMP100518,3.0,2021
EMP100519,3.0,2021
EMP100520,2.0,2021
EMP100521,4.0,2021
EMP100522,2.0,2021
EMP100523,2.0,2021
EMP100524,,2021
EMP100525,3.0,2021
EMP100526,5.0,2021
EMP100527,3.0,2021
EMP100528,,2021
EMP100529,3.0,2021
EMP100530,5.0,2021
EMP100531,,2021
EMP100532,5.0,2021
EMP100533,,2021
EMP100534,,2021
EMP100535,3.0,2021
EMP100536,2.0,2021
EMP100537,2.0,2021
EMP100538,,2021
EMP100539,,2021
EMP100540,,2021
EMP100541,4.0,2021
EMP100542,2.0,2021
EMP100543,4.0,2021
EMP100544,2.0,2021
EMP100545,2.0,2021
EMP100546,2.0,2021
EMP100547,4.0,2021
EMP100548,3.0,2021
EMP100549,,2021
EMP100550,5.0,2021
EMP100551,,2021
EMP100552,2.0,2021
EMP100553,4.0,2021
EMP100554,3.0,2021
EMP100555,,2021
EMP100556,2.0,2021
EMP100557,3.0,2021
EMP100558,2.0,2021
EMP100559,3.0,2021
EMP100560,2.0,2021
EMP100561,,2021
EMP100562,5.0,2021
EMP100563,,2021
EMP100564,3.0,2021
EMP100565,3.0,2021
EMP100566,4.0,2021
EMP100567,4.0,2021
EMP100568,3.0,2021
EMP100569,2.0,2021
EMP100570,2.0,2021
EMP100571,,2021
EMP100572,3.0,2021
EMP100573,,2021
EMP100574,3.0,2021
EMP100575,,2021
EMP100576,3.0,2021
EMP100577,4.0,2021
EMP100578,4.0,2021
EMP100579,3.0,2021
EMP100580,3.0,2021
EMP100581,4.0,2021
EMP100582,3.0,2021
EMP100583,1.0,2021
EMP100584,3.0,2021
EMP100585,,2021
EMP100586,3.0,2021
EMP100587,3.0,2021
EMP100588,3.0,2021
EMP100589,3.0,2021
EMP100590,1.0,2021
EMP100591,4.0,2021
EMP100592,4.0,2021
EMP100593,,2021
EMP100594,2.0,2021
EMP100595,3.0,2021
EMP100596,3.0,2021
EMP100597,4.0,2021
EMP100598,4.0,2021
EMP100599,,2021
EMP100600,,2021
EMP100601,2.0,2021
EMP100602,2.0,2021
EMP100603,4.0,2021
EMP100604,,2021
EMP100605,3.0,2021
EMP100606,,2021
EMP100607,3.0,2021
EMP100608,,2021
EMP100609,3.0,2021
EMP100610,3.0,2021
EMP100611,3.0,2021
EMP100612,3.0,2021
EMP100613,3.0,2021
EMP100614,3.0,2021
EMP100615,4.0,2021
EMP100616,4.0,2021
EMP100617,1.0,2021
EMP100618,,2021
EMP100619,4.0,2021
EMP100620,1.0,2021
EMP100621,4.0,2021
EMP100622,,2021
EMP100623,3.0,2021
EMP100624,99.0,2021
EMP100625,3.0,2021
EMP100626,,2021
EMP100627,,2021
EMP100628,,2021
EMP100629,3.0,2021
EMP100630,,2021
EMP100631,3.0,2021
EMP100632,,2021
EMP100633,1.0,2021
EMP100634,2.0,2021
EMP100635,,2021
EMP100636,3.0,2021
EMP100637,4.0,2021
EMP100638,,2021
EMP100639,2.0,2021
EMP100640,,2021
EMP100641,2.0,2021
EMP100642,4.0,2021
EMP100643,3.0,2021
EMP100644,5.0,2021
EMP100645,3.0,2021
EMP100646,5.0,2021
EMP100647,4.0,2021
EMP100648,,2021
EMP100649,,2021
EMP100650,,2021
EMP100651,3.0,2021
EMP100652,5.0,2021
EMP100653,,2021
EMP100654,3.0,2021
EMP100655,4.0,2021
EMP100656,4.0,2021
EMP100657,3.0,2021
EMP100658,3.0,2021
EMP100659,3.0,2021
EMP100660,5.0,2021
EMP100661,3.0,2021
EMP100662,5.0,2021
EMP100663,4.0,2021
EMP100664,,2021
EMP100665,4.0,2021
EMP100666,,2021
EMP100667,4.0,2021
EMP100668,,2021
EMP100669,4.0,2021
EMP100670,2.0,2021
EMP100671,2.0,2021
EMP100672,1.0,2021
EMP100673,,2021
EMP100674,3.0,2021
EMP100675,5.0,2021
EMP100676,1.0,2021
EMP100677,,2021
EMP100678,3.0,2021
EMP100679,3.0,2021
EMP100680,3.0,2021
EMP100681,4.0,2021
EMP100682,2.0,2021
EMP100683,,2021
EMP100684,4.0,2021
EMP100685,4.0,2021
EMP100686,3.0,2021
EMP100687,3.0,2021
EMP100688,3.0,2021
EMP100689,,2021
EMP100690,4.0,2021
EMP100691,4.0,2021
EMP100692,3.0,2021
EMP100693,,2021
EMP100694,3.0,2021
EMP100695,,2021
EMP100696,2.0,2021
EMP100697,4.0,2021
EMP100698,,2021
EMP100699,,2021
EMP100700,4.0,2021
EMP100701,3.0,2021
EMP100702,4.0,2021
EMP100703,3.0,2021
EMP100704,2.0,2021
EMP100705,3.0,2021
EMP100706,3.0,2021
EMP100707,2.0,2021
EMP100708,5.0,2021
EMP100709,,2021
EMP100710,5.0,2021
EMP100711,,2021
EMP100712,3.0,2021
EMP100713,6.0,2021
EMP100714,4.0,2021
EMP100715,2.0,2021
EMP100716,3.0,2021
EMP100717,4.0,2021
EMP100718,3.0,2021
EMP100719,,2021
EMP100720,3.0,2021
EMP100721,4.0,2021
EMP100722,4.0,2021
EMP100723,5.0,2021
EMP100724,5.0,2021
EMP100725,5.0,2021
EMP100726,3.0,2021
EMP100727,3.0,2021
EMP100728,4.0,2021
EMP100729,5.0,2021
EMP100730,3.0,2021
EMP100731,,2021
EMP100732,3.0,2021
EMP100733,3.0,2021
EMP100734,,2021
EMP100735,4.0,2021
EMP100736,,2021
EMP100737,,2021
EMP100738,3.0,2021
EMP100739,1.0,2021
EMP100740,3.0,2021
EMP100741,,2021
EMP100742,4.0,2021
EMP100743,,2021
EMP100744,4.0,2021
EMP100745,4.0,2021
EMP100746,4.0,2021
EMP100747,4.0,2021
EMP100748,3.0,2021
EMP100749,4.0,2021
EMP100750,2.0,2021
EMP100751,4.0,2021
EMP100752,2.0,2021
EMP100753,4.0,2021
EMP100754,3.0,2021
EMP100755,5.0,2021
EMP100756,4.0,2021
EMP100757,3.0,2021
EMP100758,5.0,2021
EMP100759,4.0,2021
EMP100760,3.0,2021
EMP100761,3.0,2021
EMP100762,5.0,2021
EMP100763,3.0,2021
EMP100764,,2021
EMP100765,1.0,2021
EMP100766,,2021
EMP100767,3.0,2021
EMP100768,4.0,2021
EMP100769,3.0,2021
EMP100770,3.0,2021
EMP100771,3.0,2021
EMP100772,3.0,2021
EMP100773,,2021
EMP100774,4.0,2021
EMP100775,3.0,2021
EMP100776,2.0,2021
EMP100777,,2021
EMP100778,3.0,2021
EMP100779,4.0,2021
EMP100780,,2021
EMP100781,,2021
EMP100782,3.0,2021
EMP100783,1.0,2021
EMP100784,2.0,2021
EMP100785,2.0,2021
EMP100786,3.0,2021
EMP100787,3.0,2021
EMP100788,2.0,2021
EMP100789,3.0,2021
EMP100790,3.0,2021
EMP100791,3.0,2021
EMP100792,,2021
EMP100793,3.0,2021
EMP100794,4.0,2021
EMP100795,4.0,2021
EMP100796,3.0,2021
EMP100797,2.0,2021
EMP100798,,2021
EMP100799,1.0,2021
EMP100800,,2021
EMP100801,,2021
EMP100802,4.0,2021
EMP100803,3.0,2021
EMP100804,3.0,2021
EMP100805,1.0,2021
EMP100806,,2021
EMP100807,3.0,2021
EMP100808,4.0,2021
EMP100809,4.0,2021
EMP100810,3.0,2021
EMP100811,5.0,2021
EMP100812,3.0,2021
EMP100813,3.0,2021
EMP100814,2.0,2021
EMP100815,4.0,2021
EMP100816,2.0,2021
EMP100817,3.0,2021
EMP100818,3.0,2021
EMP100819,3.0,2021
EMP100820,,2021
EMP100821,4.0,2021
EMP100822,,2021
EMP100823,,2021
EMP100824,2.0,2021
EMP100825,2.0,2021
EMP100826,3.0,2021
EMP100827,,2021
EMP100828,,2021
EMP100829,3.0,2021
EMP100830,,2021
EMP100831,4.0,2021
EMP100832,3.0,2021
EMP100833,,2021
EMP100834,,2021
EMP100835,4.0,2021
EMP100836,2.0,2021
EMP100837,,2021
EMP100838,1.0,2021
EMP100839,,2021
EMP100840,3.0,2021
EMP100841,3.0,2021
EMP100842,3.0,2021
EMP100843,2.0,2021
EMP100844,4.0,2021
EMP100845,5.0,2021
EMP100846,2.0,2021
EMP100847,3.0,2021
EMP100848,2.0,2021
EMP100849,2.0,2021
EMP100850,4.0,2021
EMP100851,5.0,2021
EMP100852,3.0,2021
EMP100853,3.0,2021
EMP100854,3.0,2021
EMP100855,,2021
EMP100856,5.0,2021
EMP100857,2.0,2021
EMP100858,3.0,2021
EMP100859,3.0,2021
EMP100860,4.0,2021
EMP100861,2.0,2021
EMP100862,2.0,2021
EMP100863,,2021
EMP100864,3.0,2021
EMP100865,,2021
EMP100866,3.0,2021
EMP100867,,2021
EMP100868,2.0,2021
EMP100869,1.0,2021
EMP100870,3.0,2021
EMP100871,,2021
EMP100872,,2021
EMP100873,,2021
EMP100874,4.0,2021
EMP100875,2.0,2021
EMP100876,3.0,2021
EMP100877,2.0,2021
EMP100878,4.0,2021
EMP100879,,2021
EMP100880,3.0,2021
EMP100881,,2021
EMP100882,,2021
EMP100883,3.0,2021
EMP100884,4.0,2021
EMP100885,3.0,2021
EMP100886,4.0,2021
EMP100887,4.0,2021
EMP100888,3.0,2021
EMP100889,4.0,2021
EMP100890,,2021
EMP100891,4.0,2021
EMP100892,,2021
EMP100893,4.0,2021
EMP100894,,2021
EMP100895,2.0,2021
EMP100896,3.0,2021
EMP100897,1.0,2021
EMP100898,4.0,2021
EMP100899,2.0,2021
EMP100900,3.0,2021
EMP100901,4.0,2021
EMP100902,3.0,2021
EMP100903,3.0,2021
EMP100904,,2021
EMP100905,3.0,2021
EMP100906,2.0,2021
EMP100907,4.0,2021
EMP100908,2.0,2021
EMP100909,3.0,2021
EMP100910,3.0,2021
EMP100911,,2021
EMP100912,4.0,2021
EMP100913,4.0,2021
EMP100914,2.0,2021
EMP100915,3.0,2021
EMP100916,3.0,2021
EMP100917,3.0,2021
EMP100918,,2021
EMP100919,2.0,2021
EMP100920,,2021
EMP100921,,2021
EMP100922,3.0,2021
EMP100923,,2021
EMP100924,2.0,2021
EMP100925,3.0,2021
EMP100926,3.0,2021
EMP100927,4.0,2021
EMP100928,4.0,2021
EMP100929,2.0,2021
EMP100930,4.0,2021
EMP100931,4.0,2021
EMP100932,5.0,2021
EMP100933,,2021
EMP100934,3.0,2021
EMP100935,3.0,2021
EMP100936,,2021
EMP100937,1.0,2021
EMP100938,2.0,2021
EMP100939,4.0,2021
EMP100940,,2021
EMP100941,3.0,2021
EMP100942,3.0,2021
EMP100943,4.0,2021
EMP100944,3.0,2021
EMP100945,2.0,2021
EMP100946,2.0,2021
EMP100947,3.0,2021
EMP100948,4.0,2021
EMP100949,,2021
EMP100950,2.0,2021
EMP100951,,2021
EMP100952,,2021
EMP100953,3.0,2021
EMP100954,,2021
EMP100955,2.0,2021
EMP100956,5.0,2021
EMP100957,5.0,2021
EMP100958,1.0,2021
EMP100959,4.0,2021
EMP100960,4.0,2021
EMP100961,2.0,2021
EMP100962,3.0,2021
EMP100963,4.0,2021
EMP100964,4.0,2021
EMP100965,3.0,2021
EMP100966,4.0,2021
EMP100967,3.0,2021
EMP100968,1.0,2021
EMP100969,2.0,2021
EMP100970,,2021
EMP100971,,2021
EMP100972,3.0,2021
EMP100973,3.0,2021
EMP100974,4.0,2021
EMP100975,4.0,2021
EMP100976,4.0,2021
EMP100977,3.0,2021
EMP100978,,2021
EMP100979,2.0,2021
EMP100980,3.0,2021
EMP100981,4.0,2021
EMP100982,,2021
EMP100983,4.0,2021
EMP100984,4.0,2021
EMP100985,1.0,2021
EMP100986,5.0,2021
EMP100987,3.0,2021
EMP100988,5.0,2021
EMP100989,3.0,2021
EMP100990,2.0,2021
EMP100991,3.0,2021
EMP100992,3.0,2021
EMP100993,3.0,2021
EMP100994,3.0,2021
EMP100995,4.0,2021
EMP100996,2.0,2021
EMP100997,4.0,2021
EMP100998,3.0,2021
EMP100999,,2021
EMP101000,,2021
EMP101001,2.0,2021
EMP101002,3.0,2021
EMP101003,2.0,2021
EMP101004,3.0,2021
EMP101005,2.0,2021
EMP101006,,2021
EMP101007,4.0,2021
EMP101008,3.0,2021
EMP101009,,2021
EMP101010,3.0,2021
EMP101011,,2021
EMP101012,3.0,2021
EMP101013,3.0,2021
EMP101014,5.0,2021
EMP101015,4.0,2021
EMP101016,2.0,2021
EMP101017,,2021
EMP101018,2.0,2021
EMP101019,,2021
EMP101020,4.0,2021
EMP101021,,2021
EMP101022,3.0,2021
EMP101023,4.0,2021
EMP101024,5.0,2021
EMP101025,3.0,2021
EMP101026,3.0,2021
EMP101027,3.0,2021
EMP101028,3.0,2021
EMP101029,2.0,2021
EMP101030,2.0,2021
EMP101031,3.0,2021
EMP101032,3.0,2021
EMP101033,3.0,2021
EMP101034,3.0,2021
EMP101035,,2021
EMP101036,4.0,2021
EMP101037,,2021
EMP101038,4.0,2021
EMP101039,3.0,2021
EMP101040,,2021
EMP101041,3.0,2021
EMP101042,,2021
EMP101043,3.0,2021
EMP101044,4.0,2021
EMP101045,3.0,2021
EMP101046,3.0,2021
EMP101047,3.0,2021
EMP101048,4.0,2021
EMP101049,4.0,2021
EMP101050,,2021
EMP101051,,2021
EMP101052,3.0,2021
EMP101053,3.0,2021
EMP101054,,2021
EMP101055,,2021
EMP101056,2.0,2021
EMP101057,,2021
EMP101058,1.0,2021
EMP101059,3.0,2021
EMP101060,3.0,2021
EMP101061,5.0,2021
EMP101062,,2021
EMP101063,2.0,2021
EMP101064,3.0,2021
EMP101065,,2021
EMP101066,3.0,2021
EMP101067,,2021
EMP101068,4.0,2021
EMP101069,1.0,2021
EMP101070,1.0,2021
EMP101071,3.0,2021
EMP101072,,2021
EMP101073,4.0,2021
EMP101074,3.0,2021
EMP101075,5.0,2021
EMP101076,4.0,2021
EMP101077,3.0,2021
EMP101078,2.0,2021
EMP101079,,2021
EMP101080,3.0,2021
EMP101081,4.0,2021
EMP101082,3.0,2021
EMP101083,5.0,2021
EMP101084,3.0,2021
EMP101085,5.0,2021
EMP101086,,2021
EMP101087,2.0,2021
EMP101088,,2021
EMP101089,2.0,2021
EMP101090,4.0,2021
EMP101091,,2021
EMP101092,2.0,2021
EMP101093,3.0,2021
EMP101094,4.0,2021
EMP101095,,2021
EMP101096,3.0,2021
EMP101097,4.0,2021
EMP101098,,2021
EMP101099,,2021
EMP101100,3.0,2021
EMP101101,,2021
EMP101102,2.0,2021
EMP101103,3.0,2021
EMP101104,3.0,2021
EMP101105,4.0,2021
EMP101106,4.0,2021
EMP101107,1.0,2021
EMP101108,,2021
EMP101109,5.0,2021
EMP101110,,2021
EMP101111,3.0,2021
EMP101112,3.0,2021
EMP101113,4.0,2021
EMP101114,3.0,2021
EMP101115,4.0,2021
EMP101116,4.0,2021
EMP101117,3.0,2021
EMP101118,,2021
EMP101119,2.0,2021
EMP101120,5.0,2021
EMP101121,1.0,2021
EMP101122,2.0,2021
EMP101123,2.0,2021
EMP101124,3.0,2021
EMP101125,,2021
EMP101126,,2021
EMP101127,4.0,2021
EMP101128,3.0,2021
EMP101129,4.0,2021
EMP101130,2.0,2021
EMP101131,3.0,2021
EMP101132,1.0,2021
EMP101133,4.0,2021
EMP101134,4.0,2021
EMP101135,5.0,2021
